Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
Charleston Daily News,FSB,Daily,1867,7,6.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867070606202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,6.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867070606201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,8.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867070806201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,Bank of Charleston,Daily,1867,7,8.0,"Vol. IV, no 587",General Audience,special notices,News,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier.",SC,Charleston,1867070806202,293.0,54.0,0.0,State,,1865-1873
Charleston Daily News,FSB,Daily,1867,7,8.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867070806203,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,9.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867070906201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,9.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867070906204,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,Bank of Charleston,Daily,1867,7,9.0,"Vol. IV, no 588, ed-I",General Audience,special notices,News,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier.",SC,Charleston,1867070906203,293.0,54.0,0.0,State,,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,10.0,"Vol 1, no. 71",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071008201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,Bank of Charleston,Daily,1867,7,10.0,"Vol. IV, no 589",General Audience,special notices,News,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier.",SC,Charleston,1867071006201,293.0,54.0,0.0,State,,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,11.0,"Vol 1, no. 72",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071108201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,11.0,,General Audience,local matters,Positive article,"thrift among the freedmen.-the national fsb have branches in nearly every southern city, and through their means the freedmen have been induced to lay by a portion of their hard earning for some probable rainy day. it was thought at one time that it would be impossible for the freed men to economize, and their money would be spent in frivolities, but this has proved to be an unfounded prognostication, and everywhere the same gratifying result is obtained. as an evidence of the thrift and economy now visible among this class of our population, we give the following statistics. at the mobile branch of the fsb, in two weeks, three hundred and one deposits have been received, about half of which were form children and young persons. the deposits were many of them of small amounts, but reached $4639.94. the colored population is about ten thousand. the deposits at the branch in thia city in june amounted to $25,864.94, and the excess of deposit over drafts was 8411.36. those savings banks are intended for the use of the freedmen, but none are excluded form the benefits to be derived form depositing their money in them. their rules aro liberal, and they offer inducements that cannot be surpassed. but the statements we have given show that the popularity of the institution is well founded.",SC,Charleston,1867071106204,1367.0,231.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,11.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071106203,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,11.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071106202,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,11.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867071106201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,12.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867071206201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,12.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071206203,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,12.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071206202,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,13.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071306203,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,13.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867071306201,135.0,24.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,13.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071306202,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,15.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071506203,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,15.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071506202,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,15.0,,General Audience,financial,Advertisement,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. ,SC,Charleston,1867071506201,135.0,24.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,16.0,"Vol 1, no. 75",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071608201,484.0,84.0,1.0,Savings,Minority,1867-1867
Daily Loyal Georgian,FSB,Daily,1867,7,17.0,"Vol 1, no. 76",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071708201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,17.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071706202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,17.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071706201,205.0,31.0,1.0,Savings,Minority,1865-1873
New York Times,Third Avenue Savings Bank,Daily,1867,7,17.0,"Vol XVI, No. 4932",General Audience,third avenue savings bank,Savings Banks,"third avenue savings bank, corner of 3d-av. and 26th-st. present deposits... $4,500,000. six per cent interest paid free from tax, on all sums from $1 to $5,000. all deposits made on or before the 20th of july will draw interest from the 1st of july. bank open daily from 10 a.m. to 3 p.m. and on monday, wednesday, and saturday evenings, from 6 to 8 o'clock. spencer k. green, president. richard kelly, secretary.",NY,New York City,1867071718204,425.0,74.0,0.0,Savings,,1865-1874
New York Times,Mechanics' and Traders' Bank,Daily,1867,7,17.0,"Vol XVI, No. 4932",General Audience,mechanics' and traders' savings institution,Savings Banks,"mechanics' and traders' savings institution. no. 283 bowery. six per cent interest free from government allowed on sums of from $5 to $5,000. deposits made on or before july 20 will draw interest from that date. open daily from 10 a.m. to 4 p.m. and on mondays and wednesdays from 10 a.m. to 7 p.m. akfred t. conklin, president. henry c. fisher, secretary.",NY,New York City,1867071718203,356.0,63.0,0.0,State,,1865-1874
New York Times,People's Savings Bank,Daily,1867,7,17.0,"Vol XVI, No. 4932",General Audience,people's savings bank,Savings Banks,"people's savings bank, no. 1,146 broadway, between 26th and 27th sts. six per cent interest, free from tax. money deposited on or before july 20 will draw interest from july 1. bank open daily from 10 a.m. to 4 o'clock p.m. and on mondays and fridays from 10 a.m. to 8 o'clock p.m. charles peck, president. charles t. rodgers, secretary.",NY,New York City,1867071718202,337.0,60.0,0.0,Savings,,1865-1874
New York Times,Atlantic Savings Bank,Daily,1867,7,17.0,"Vol XVI, No. 4932",General Audience,atlantic savings bank,Savings Banks,"atlantic savings bank, chatham-square, (opposite mott-at). interest six per cent, free of tax, allowed on deposits of $1 to $5,000. money deposited on or before july 20 will receive interest from july 1.",NY,New York City,1867071718201,203.0,33.0,0.0,Savings,,1865-1874
New York Times,Williamsburgh Savings Bank,Daily,1867,7,17.0,"Vol XVI, No. 4932",General Audience,williamsburgh savings bank,Savings Banks,"williamsburgh savings bank, corner of south 8d and 4th sts. brooklyn l. i. dividend notice - depositors are hereby notified that semi-annual interest at the rate of six per cent per annum on all sums of all three dollars and upward that shall have been deposited three months on the first day of july next, will be paid to depositors on or after monday, july 15. free from tax. interest not called for will be passed to the credit of depositors as principal. deposits made on or before the 10th day of july will draw interest from the 1st. the bank is open for business daily. (sundays and holidays excepted, on mondays and saturdays from 3 to 7 o'clock p.m. and on tuesdays, wednesdays, thursdays and fridays from 10 a.m. until 2 p.m. george ricard, president. william wall, nathaniel bruggs, vice-presidents. samuel w. truslow, secretary.",NY,New York City,1867071718205,851.0,146.0,0.0,Savings,,1865-1874
Daily Loyal Georgian,FSB,Daily,1867,7,18.0,"Vol 1, no. 77",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071808201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,18.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071806202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,18.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071806201,205.0,31.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,19.0,"Vol 1, no. 78",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867071908202,484.0,84.0,1.0,Savings,Minority,1867-1867
Daily Loyal Georgian,FSB,Daily,1867,7,19.0,"Vol 1, no. 78",General Audience,national freedman's savings and trust company,Special Notices,"fsb, augusta, ga, no 40 jackson street - money deposited on or before july 15th, 1867, will be entitled to interest as from july 1st",GA,Augusta,1867071908201,165.0,29.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,19.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867071906202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,19.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867071906201,205.0,31.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,20.0,"Vol 1, no. 79",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072008201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,20.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072006202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,20.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072006201,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,22.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072206201,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,22.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072206202,532.0,85.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,23.0,"Vol 1, no. 81",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072308201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,23.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072306202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,23.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072306201,205.0,31.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,24.0,"Vol 1, no. 82",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072408201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,24.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072406201,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,24.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072406202,532.0,85.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,25.0,"Vol 1, no. 83",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072508201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,25.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072506202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,25.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072506201,205.0,31.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,26.0,"Vol 1, no. 84",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072608201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,Bank of Charleston,Daily,1867,7,26.0,"Vol. IV, no 603",General Audience,telegraphic ,News,"from boston - boston, july 25. - the supreme court has decided that national bank shares are subject to city and state taxes.",SC,Charleston,1867072606201,125.0,23.0,0.0,State,,1865-1873
Charleston Daily News,FSB,Daily,1867,7,26.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072606202,205.0,31.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,26.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072606203,532.0,85.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,27.0,"Vol 1, no. 85",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072708201,484.0,84.0,1.0,Savings,Minority,1867-1867
Charleston Daily News,FSB,Daily,1867,7,27.0,,General Audience,financial,Advertisement,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states",SC,Charleston,1867072706202,532.0,85.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,FSB,Daily,1867,7,27.0,,General Audience,financial,Advertisement,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills",SC,Charleston,1867072706201,205.0,31.0,1.0,Savings,Minority,1865-1873
Daily Loyal Georgian,FSB,Daily,1867,7,28.0,"Vol 1, no. 86",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867072808201,484.0,84.0,1.0,Savings,Minority,1867-1867
Daily Loyal Georgian,FSB,Daily,1867,7,28.0,"Vol 1, no. 86",General Audience,"branch office, freedman's savings & trust co., augusta, ga",Advertisements,"we, the undersigned, members of the advisory board of this bank, hearing on the streets that the ""fsb has failed,"" take pleasure in saying that we have visited the cashier, mr. prince, and upon examination of the books, find that the rumor is groundless. there has been no interruption in the business of the bank, and depositors can receive their money upon presentation of theri bank, and depositors can receive their money upon presentation of their bank books, in the future, as in the past. persons desiring to deposit can find the cashier from 1 to 4 p.m., of each day in this office. ",GA,Augusta,1867072808202,603.0,105.0,1.0,Savings,Minority,1867-1867
Weekly Loyal Georgian,FSB,Weekly,1867,8,10.0,"Vol 2, No. 27",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867081016201,484.0,84.0,1.0,Savings,Minority,1867-1868
New York Times,Metropolitan Savings Bank,Daily,1867,8,10.0,"Vol XVI, No. 4953",General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank, now occupying their new marble fire proof banking house, nos. 1 and 3 3d-avenue. opposite cooper institute. deposits of $1 to $5,000 received, and six per cent interest, free from tax, allowed on all sums from $5 to $5,000. bank open from 10 a.m. to 2 p.m., also on mondays, wednesdays and saturdays, from 5 to 7 p.m. isaac t. smith, president. t. w. lillie, secretary.",NY,New York City,1867081018201,396.0,69.0,0.0,Savings,,1865-1874
New York Times,Six Penny Savings Bank,Daily,1867,8,10.0,"Vol XVI, No. 4953",General Audience,six penny savings bank,Savings Banks,"six penny savings bank, astor-place - open daily from 10 a.m. to 8 p.m. for deposits and payments ; 5 cents to $5,000 received. notice - the usual semi-annual dividend at the rate of six per cent, free of tax, will be paid to the depositors for the six months preceding aug. 1, payable on and after the 15th of august. interest not called for will be placed to the credit of the depositor and draw interest from the 1st of august. n.p. money deposited up to the 20th of august will draw interest from the first of said month. j.s. sloan, secretary.",NY,New York City,1867081018202,559.0,104.0,0.0,Savings,,1865-1874
Weekly Loyal Georgian,FSB,Weekly,1867,8,24.0,"Vol 2, No 29",General Audience,national freedman's savings and trust company,Advertisements,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans",GA,Augusta,1867082416201,484.0,84.0,1.0,Savings,Minority,1867-1868
